 Timestamp,FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P201,P202,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603
 22/12/2015 4:00:21 PM,2.543958,261.9729,2,2,1,245.4499,8.19008,305.8703,2.471663,2,1,1,2,1,2,1,20.85281,2.235147,328.2411,1,2,1,1,2,1,0,171.2125,0,243.2453,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:22 PM,2.519617,262.0514,2,2,1,245.4499,8.19008,305.8703,2.472559,2,1,1,2,1,2,1,20.85601,2.235147,328.4414,1,2,1,1,2,1,0,171.2125,0,243.8605,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:23 PM,2.502002,262.3654,2,2,1,245.4499,8.1904,305.8703,2.474482,2,1,1,2,1,2,1,20.85601,2.235147,328.9221,1,2,1,1,2,1,0,171.2125,0,244.3989,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:24 PM,2.486308,262.4832,2,2,1,245.4499,8.193604,305.8703,2.474482,2,1,1,2,1,2,1,20.79839,2.235147,328.842,1,2,1,1,2,1,0,171.2125,0,244.7449,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:25 PM,2.470294,262.2084,2,2,1,245.4499,8.193604,305.8703,2.474482,2,1,1,2,1,2,1,20.77278,2.235147,328.9621,1,2,1,1,2,1,0,171.2125,0,244.7449,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:26 PM,2.452359,262.0121,2,2,1,245.4499,8.193604,305.6396,2.473457,2,1,1,2,1,2,1,20.69275,2.235147,329.2425,1,2,1,1,2,1,0,171.0587,0,244.9756,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:27 PM,2.440188,261.8552,2,2,1,245.4499,8.193604,305.6396,2.472944,2,1,1,2,1,2,1,20.65113,2.235147,329.3226,1,2,1,1,2,1,0,171.0587,0,245.2064,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:28 PM,2.427377,261.6196,2,2,1,245.4499,8.193604,305.6396,2.472559,2,1,1,2,1,2,1,20.63832,2.235147,329.4828,1,2,1,1,2,1,0,171.0587,0,245.8216,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.12561,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:29 PM,2.425456,261.7766,2,2,1,245.4499,8.193604,305.6396,2.472303,2,1,1,2,1,2,1,20.63832,2.235916,329.0823,1,2,1,1,2,1,0,171.0587,0,245.9369,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.12561,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:30 PM,2.425456,261.5019,2,2,1,245.4499,8.193604,305.6396,2.470509,2,1,1,2,1,2,1,20.73436,2.236044,328.9621,1,2,1,1,2,1,0,171.0587,0,245.9754,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.12561,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:31 PM,2.457803,261.6196,2,2,1,245.7062,8.193604,305.6396,2.470381,2,1,1,2,1,2,1,20.75037,2.235019,328.7218,1,2,1,1,2,1,0,171.0587,0,246.3215,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.12561,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:32 PM,2.506485,261.7766,2,2,1,245.7062,8.193604,305.6909,2.471278,2,1,1,2,1,2,1,20.75037,2.234635,328.7619,1,2,1,1,2,1,0,171.0587,0,246.7829,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.10959,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:33 PM,2.541716,262.2477,2,2,1,245.7062,8.193604,305.8447,2.471278,2,1,1,2,1,2,1,20.75037,2.233738,328.6818,1,2,1,1,2,1,0,171.0587,0,247.1674,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:34 PM,2.58079,262.4439,2,2,1,245.7062,8.193604,305.8447,2.471278,2,1,1,2,1,2,1,20.75037,2.233097,328.842,1,2,1,1,2,1,0,171.0587,0,247.475,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:35 PM,2.622746,262.758,2,2,1,245.7062,8.193604,305.8447,2.47115,2,1,1,2,1,2,1,20.70875,2.232072,328.7619,1,2,1,1,2,1,0,171.0587,0,247.7826,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:36 PM,2.643244,262.601,2,2,1,245.7062,8.193604,305.7421,2.469356,2,1,1,2,1,2,1,20.67994,2.231816,328.4815,1,2,1,1,2,1,0,171.0587,0,248.3209,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:37 PM,2.660539,262.7972,2,2,1,245.7062,8.193604,305.7421,2.469356,2,1,1,2,1,2,1,20.67994,2.231816,329.0422,1,2,1,1,2,1,0,171.0587,0,248.8208,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:38 PM,2.66182,263.072,2,2,1,245.7062,8.193604,305.7421,2.46974,2,1,1,2,1,2,1,20.71515,2.231816,329.2425,1,2,1,1,2,1,0,171.0587,0,249.3976,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:39 PM,2.630753,263.1897,2,2,1,245.7062,8.193604,305.7421,2.470894,2,1,1,2,1,2,1,20.75677,2.231816,329.5229,1,2,1,1,2,1,0,171.0587,0,250.2051,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:40 PM,2.619223,262.9542,2,2,1,245.8985,8.193604,305.7421,2.470894,2,1,1,2,1,2,1,20.76317,2.231816,329.4428,1,2,1,1,2,1,0,171.0587,0,250.8587,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:41 PM,2.617942,262.9935,2,2,1,245.8985,8.196168,305.7421,2.470894,2,1,1,2,1,2,1,20.76317,2.231816,329.6831,1,2,1,1,2,1,0,171.0587,0,251.1664,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:42 PM,2.614419,262.758,2,2,1,245.8985,8.196488,305.7421,2.470894,2,1,1,2,1,2,1,20.76317,2.231816,329.4428,1,2,1,1,2,1,0,171.0587,0,251.5509,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:43 PM,2.598725,262.2869,2,2,1,245.8985,8.196488,305.7421,2.470894,2,1,1,2,1,2,1,20.76317,2.232457,329.3226,1,2,1,1,2,1,0,171.0587,0,252.1661,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:44 PM,2.583352,262.0514,2,2,1,245.8985,8.196488,305.7421,2.468587,2,1,1,2,1,2,1,20.76317,2.232841,329.2425,1,2,1,1,2,1,0,171.11,0,252.5506,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:45 PM,2.563174,261.6589,2,2,1,246.1869,8.196488,305.7421,2.468587,2,1,1,2,1,2,1,20.76317,2.233225,329.2425,1,2,1,1,2,1,0,171.2125,0,252.7044,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:46 PM,2.552285,261.5804,2,2,1,246.1869,8.196488,305.7421,2.469612,2,1,1,2,1,2,1,20.76317,2.233225,328.7218,1,2,1,1,2,1,0,171.2125,0,253.089,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:47 PM,2.53467,261.8552,2,2,1,246.1869,8.196488,305.6909,2.47115,2,1,1,2,1,2,1,20.76317,2.233225,328.7218,1,2,1,1,2,1,0,171.2125,0,253.7426,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:48 PM,2.52346,261.8159,2,2,1,246.1869,8.196488,305.614,2.472944,2,1,1,2,1,2,1,20.76317,2.233225,328.6417,1,2,1,1,2,1,0,171.2125,0,253.8195,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:49 PM,2.503923,261.8944,2,2,1,246.1869,8.196488,305.614,2.472944,2,1,1,2,1,2,1,20.76317,2.233225,328.5616,1,2,1,1,2,1,0,171.2125,0,254.3963,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:50 PM,2.492393,262.3654,2,2,1,246.1869,8.196488,305.614,2.472944,2,1,1,2,1,2,1,20.76317,2.233225,328.842,1,2,1,1,2,1,0,171.11,0,254.8577,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:51 PM,2.478301,262.4832,2,2,1,246.3791,8.194886,305.614,2.472816,2,1,1,2,1,2,1,20.81439,2.233225,328.9621,1,2,1,1,2,1,0,171.11,0,255.3576,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:52 PM,2.478301,262.4832,2,2,1,246.3791,8.194886,305.614,2.472816,2,1,1,2,1,2,1,20.81439,2.233225,328.9621,1,2,1,1,2,1,0,171.11,0,255.3576,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:53 PM,2.446274,261.2271,2,2,1,246.3791,8.194886,305.614,2.471663,2,1,1,2,1,2,1,20.81439,2.233866,328.7218,1,2,1,1,2,1,0,171.11,0,255.4345,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:54 PM,2.433462,260.5206,2,2,1,246.3791,8.194886,305.5114,2.471663,2,1,1,2,1,2,1,20.81439,2.233866,328.842,1,2,1,1,2,1,0,171.11,0,255.7806,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:55 PM,2.423213,260.0495,2,2,1,246.5394,8.194886,305.5114,2.46769,2,1,1,2,1,2,1,20.8368,2.233866,328.3213,1,2,1,1,2,1,0,171.11,0,256.1651,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:56 PM,2.420331,259.2252,2,2,1,246.5394,8.194886,305.5114,2.467433,2,1,1,2,1,2,1,20.8368,2.233866,328.4414,1,2,1,1,2,1,0,171.11,0,256.588,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:57 PM,2.422253,258.5187,2,2,1,246.5394,8.194886,305.5114,2.468331,2,1,1,2,1,2,1,20.77918,2.233866,328.2812,1,2,1,1,2,1,0,171.11,0,257.2033,1,1,1,1,1,7.308575,176.8008,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:58 PM,2.470294,258.4402,2,2,1,246.5394,8.194886,305.5114,2.469228,2,1,1,2,1,2,1,20.74717,2.233866,328.3613,1,2,1,1,2,1,0,171.2125,0,257.4724,1,1,1,1,1,7.308575,176.929,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:00:59 PM,2.51225,258.6757,2,2,1,246.5394,8.194886,305.5114,2.469228,2,1,1,2,1,2,1,20.74397,2.233866,328.4815,1,2,1,1,2,1,0,171.2125,0,257.9723,1,1,1,1,1,7.308575,176.929,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:01:00 PM,2.51225,258.6757,2,2,1,246.5394,8.194886,305.5114,2.469228,2,1,1,2,1,2,1,20.74397,2.233866,328.4815,1,2,1,1,2,1,0,171.2125,0,257.9723,1,1,1,1,1,7.308575,176.929,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:01:01 PM,2.553886,259.1075,2,2,1,246.5394,8.194886,305.5114,2.469228,2,1,1,2,1,2,1,20.74397,2.233866,328.6818,1,2,1,1,2,1,0,171.2125,0,258.3184,1,1,1,1,1,7.308575,176.929,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:01:02 PM,2.588797,259.3037,2,2,1,246.6996,8.194886,305.5114,2.469612,2,1,1,2,1,2,1,20.74397,2.233866,328.4414,1,2,1,1,2,1,0,171.2125,0,258.626,1,1,1,1,1,7.308575,176.929,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:01:03 PM,2.620504,259.657,2,2,1,246.9559,8.194886,305.5114,2.470637,2,1,1,2,1,2,1,20.77598,2.233866,328.6417,1,2,1,1,2,1,0,171.2125,0,259.0105,1,1,1,1,1,7.308575,176.929,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:01:04 PM,2.641642,260.0103,2,2,1,247.1161,8.195527,305.5114,2.470637,2,1,1,2,1,2,1,20.77598,2.232457,328.6417,1,2,1,1,2,1,0,171.2125,0,259.7795,1,1,1,1,1,7.308575,176.929,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:01:05 PM,2.653813,260.9916,2,2,1,247.1161,8.195527,305.5114,2.470637,2,1,1,2,1,2,1,20.72476,2.232457,328.6417,1,2,1,1,2,1,0,171.2125,0,260.8562,1,1,1,1,1,7.308575,176.8521,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:01:06 PM,2.655414,261.5804,2,2,1,247.1161,8.197129,305.5114,2.469612,2,1,1,2,1,2,1,20.69915,2.232457,328.161,1,2,1,1,2,1,0,171.2125,0,261.779,1,1,1,1,1,7.308575,176.647,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:01:07 PM,2.628831,261.8159,2,2,1,247.1161,8.197129,305.5114,2.467818,2,1,1,2,1,2,1,20.67674,2.232457,328.6818,1,2,1,1,2,1,0,171.2125,0,261.9713,1,1,1,1,1,7.308575,176.647,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:01:08 PM,2.616981,262.2084,2,2,1,247.1161,8.197129,305.5114,2.467818,2,1,1,2,1,2,1,20.66393,2.233866,328.6417,1,2,1,1,2,1,0,171.2125,0,262.7788,1,1,1,1,1,7.308575,176.9546,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:01:09 PM,2.613138,262.9935,2,2,1,247.1161,8.197129,305.5114,2.467818,2,1,1,2,1,2,1,20.65113,2.233866,328.6417,1,2,1,1,2,1,0,171.2125,0,263.5094,1,1,1,1,1,7.308575,177.0828,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:01:10 PM,2.609294,263.3467,2,2,1,247.1161,8.197129,305.5114,2.467818,2,1,1,2,1,2,1,20.67034,2.233866,328.3213,1,2,1,1,2,1,0,171.2125,0,264.5475,1,1,1,1,1,7.308575,177.0828,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
 22/12/2015 4:01:11 PM,2.59296,263.2682,2,2,1,247.1161,8.196168,305.5114,2.467818,2,1,1,2,1,2,1,20.71195,2.233866,328.2812,1,2,1,1,2,1,0,171.2125,0,264.6245,1,1,1,1,1,7.308575,177.0828,263.6504,12.68905,0.001666239,0.001408992,0.001664373,0,1,1,10.02948,0,4.277749,0.0002563035,1,1,1
